order_id,order_date,customer_id,status,quantity,unit_price,currency,country,customer_email,postal_code,total_amount
310,2025-08-01,C3375,open,1.0,110.22,GBP,GB,c33758823@shop.net,M1 1AE,105.97
311,2025-10-14,C7598,pending,6.0,38.43,AUD,US,c75982890@mail.org,65262,260.04
312,2025-10-04,C4597,closed,14.0,113.49,USD,US,c45979910@shop.net,45715,1624.32
313,2025-11-11,C3958,closed,11.0,60.59,USD,US,c39584894@example.com,73827,655.63
314,2025-11-13,C9051,pending,11.0,43.5,EUR,DE,,83100,464.01
315,2025-06-12,C6747,pending,10.0,110.17,GBP,GB,c67474165@example.com,SW1A 1AA,1280.49
316,2025-08-11,C2638,open,9.0,36.25,GBP,GB,c26386036@example.com,EC1A 1BB,383.85
317,2025-08-05,C1910,closed,2.0,45.09,USD,US,,52214,91.05
318,2025-08-04,C3219,closed,4.0,116.42,EUR,DE,,22982,529.99
319,2025-08-23,C1144,open,5.0,47.65,GBP,GB,,XXXXX,253.05
320,2025-10-30,C1860,open,6.0,54.98,EUR,FR,c18602443@shop.net,45051,334.63
321,2025-10-05,C5845,pending,8.0,92.6,GBP,GB,c5845694@example.com,XXXXX,726.52
322,2025-08-11,C7034,closed,5.0,105.36,GBP,GB,c70348801@shop.net,SW1A 1AA,520.15
323,2025-06-23,C4362,pending,10.0,15.86,USD,US,c43629071@mail.org,XXXXX,177.84
324,2025-09-19,C5926,open,8.0,85.09,GBP,GB,,B33 8TH,792.22
325,2025-07-20,C4526,open,12.0,60.94,USD,US,,49500,871.39
326,2025-08-20,C7730,closed,7.0,116.66,EUR,DE,,46034,853.52
327,2025-06-09,C4348,open,10.0,47.6,EUR,FR,c43485834@corp.com,23760,507.34
328,2025-08-31,C1971,pending,13.0,87.2,GBP,GB,,XXXXX,1103.57
329,2025-09-03,C2237,open,12.0,58.23,USD,US,,10764,755.89
330,2025-07-21,C1832,closed,14.0,72.58,EUR,DE,,66002,983.6
331,2025-06-13,C2290,open,6.0,63.84,BTC,US,c22902565@shop.net,65353,359.3
332,2025-09-07,C9579,open,12.0,5.51,USD,US,c95792353@shop.net,75013,74.06
333,2025-09-23,C6255,closed,1.0,97.14,USD,US,,XXXXX,105.18
334,2025-11-21,C7819,open,11.0,96.25,EUR,FR,,68908,1269.17
335,2025-07-13,C5435,pending,6.0,56.14,USD,US,c54351343@shop.net,XXXXX,336.54
336,2025-08-23,C5249,open,12.0,114.57,GBP,GB,c52498896@shop.net,B33 8TH,1638.0
337,2025-11-12,C4921,closed,6.0,57.38,GBP,GB,,SW1A 1AA,337.34
338,2025-07-28,C8041,pending,8.0,9.67,USD,US,c80417927@mail.org,XXXXX,82.37
339,2025-08-15,C5774,closed,13.0,70.42,BTC,FR,,27073,868.68
340,2025-11-07,C4582,open,12.0,64.28,AUD,US,c45822222@example.com,58413,910.56
341,2025-08-06,C6211,open,13.0,115.19,EUR,FR,,52764,1462.45
342,2025-07-18,C6976,pending,1.0,99.73,USD,US,,99893,95.19
343,2025-10-14,C7742,closed,2.0,97.01,USD,US,c77427736@example.com,60963,222.04
344,2025-08-28,C6896,closed,10.0,106.57,EUR,DE,c68961740@mail.org,28752,1195.89
345,2025-06-08,C1868,closed,7.0,10.11,AUD,US,c18687204@shop.net,44576,79.6
346,2025-09-02,C9978,closed,7.0,40.75,GBP,GB,c99787186@mail.org,SW1A 1AA,279.23
347,2025-06-16,C2760,closed,12.0,59.49,GBP,GB,c27602754@example.com,B33 8TH,643.51
348,2025-09-26,C9378,pending,4.0,116.95,AUD,GB,c93785077@shop.net,B33 8TH,433.02
349,2025-10-22,C7927,open,8.0,108.65,EUR,FR,,54156,956.04
350,2025-11-06,C7604,closed,12.0,72.74,GBP,GB,c76045301@mail.org,B33 8TH,883.41
351,2025-11-30,C9719,closed,10.0,59.79,EUR,DE,c97198959@example.com,89704,666.29
352,2025-06-10,C7741,open,9.0,30.22,GBP,GB,c77419633@shop.net,XXXXX,322.79
353,2025-06-30,C2824,closed,2.0,58.18,EUR,DE,c28249243@shop.net,XXXXX,129.02
354,2025-06-17,C6761,open,11.0,61.59,BTC,US,c67613933@example.com,95816,640.93
355,2025-10-05,C1098,open,14.0,16.68,USD,US,c10987622@example.com,64588,235.98
356,2025-08-07,C4299,,13.0,76.53,EUR,FR,c42992129@example.com,92868,1068.33
357,2025-09-21,C1616,closed,2.0,9.53,EUR,DE,c16165982@mail.org,XXXXX,22.03
358,2025-09-06,C5299,open,9.0,114.92,USD,US,c52997624@example.com,89942,1139.78
359,2025-08-20,C6299,closed,14.0,57.83,EUR,DE,,76155,834.48
360,2025-07-04,C3831,open,14.0,20.91,USD,US,,88533,346.34
1183,2025-06-17,C6989,open,11.0,42.47,EUR,DE,,62051,470.45
362,2025-06-25,C1080,pending,11.0,45.82,EUR,DE,c10803561@mail.org,XXXXX,501.86
363,2025-08-05,C1527,pending,12.0,15.99,GBP,GB,,M1 1AE,201.79
364,2025-08-05,C4039,open,10.0,86.03,EUR,DE,,52299,960.14
365,2025-08-08,C6459,,8.0,60.61,USD,US,c64593210@example.com,50783,470.52
366,2025-11-18,C7493,open,1.0,9.47,GBP,GB,c74937117@shop.net,B33 8TH,10.25
367,2025-10-07,C1478,pending,12.0,113.21,USD,US,,27330,1223.38
368,2025-11-07,C7951,closed,12.0,75.0,EUR,FR,c79516286@mail.org,45341,1003.52
369,2025-08-04,C5951,closed,10.0,71.4,EUR,FR,c59511724@mail.org,XXXXX,683.83
370,2025-09-17,C6092,open,7.0,74.51,EUR,DE,c60927326@shop.net,52113,582.59
371,2025-09-25,C6628,,5.0,34.59,BTC,US,c66289313@shop.net,21259,174.8
372,2025-09-30,C6185,,10.0,33.71,JPY,US,,75870,347.03
373,2025-09-09,C2365,closed,10.0,34.0,USD,US,c23654458@mail.org,48400,385.16
374,2025-08-13,C1280,open,8.0,27.27,GBP,GB,c128054@mail.org,XXXXX,210.35
375,2025-10-05,C5902,closed,12.0,22.6,EUR,FR,,30387,321.65
376,2025-08-15,C3922,open,12.0,30.03,AUD,GB,,W1A 0AX,336.83
377,2025-11-15,C1913,open,12.0,109.93,USD,US,,49442,1200.87
378,2025-07-18,C4445,pending,8.0,48.41,GBP,GB,c44452155@example.com,M1 1AE,371.0
379,2025-11-26,C7306,closed,8.0,36.43,USD,US,c73067770@corp.com,62118,336.77
380,2025-12-01,C1506,open,11.0,90.3,AUD,GB,,EC1A 1BB,1005.95
381,2025-11-29,C8016,open,4.0,97.65,USD,US,c80168730@corp.com,79371,438.22
382,2025-06-09,C8901,,9.0,12.34,AUD,DE,c89017717@shop.net,37248,-100.09
383,2025-10-21,C6785,open,10.0,56.57,USD,US,c67851040@shop.net,XXXXX,593.04
384,2025-09-08,C9238,open,10.0,30.75,EUR,DE,,93774,318.68
385,2025-08-19,C2859,open,13.0,63.64,USD,US,c28599878@mail.org,63984,911.6
386,2025-11-18,C8273,open,12.0,62.82,EUR,DE,c82738377@example.com,19383,779.83
387,2025-08-29,C9491,closed,10.0,103.8,AUD,DE,c94919957@corp.com,18263,1020.22
388,2025-07-21,C7177,open,11.0,88.52,GBP,GB,c71778557@example.com,B33 8TH,1040.22
389,2025-10-04,C3049,closed,3.0,20.64,GBP,GB,c30497112@mail.org,EC1A 1BB,57.76
390,2025-06-28,C9879,pending,5.0,20.18,EUR,FR,,XXXXX,113.85
391,2025-09-18,C4192,open,14.0,24.37,EUR,DE,,68455,326.54
392,2025-11-26,C3345,closed,3.0,79.27,EUR,FR,,29451,269.43
393,2025-08-07,C8917,open,9.0,19.2,AUD,DE,,40111,156.08
394,2025-09-17,C1003,open,5.0,118.64,GBP,GB,c10038977@shop.net,M1 1AE,591.6
395,2025-09-13,C1228,closed,1.0,103.01,GBP,GB,c12286434@mail.org,B33 8TH,96.33
396,2025-07-04,C9889,open,1.0,81.73,GBP,GB,,M1 1AE,93.42
397,2025-08-29,C4732,closed,11.0,108.61,USD,US,,32803,1382.25
137,2025-06-28,C2689,open,7.0,112.39,EUR,FR,c2689873@shop.net,59413,802.55
399,2025-09-25,C4039,open,11.0,119.5,EUR,DE,,59817,1317.93
400,2025-09-14,C4058,closed,8.0,55.8,USD,US,c40587855@mail.org,27397,473.91
401,2025-09-07,C1794,open,3.0,0.0,USD,US,c17949917@example.com,16936,0.0
402,2025-09-07,C2537,open,9.0,54.52,AUD,US,,35065,446.9
403,2025-07-26,C8396,pending,10.0,82.9,EUR,FR,c83967728@mail.org,46593,946.69
404,2025-08-23,C5041,pending,10.0,106.11,EUR,DE,,27167,1181.49
405,2025-10-17,C3361,closed,13.0,11.93,EUR,FR,c33615025@mail.org,63213,141.72
1119,2025-07-29,C2632,open,4.0,108.41,USD,US,c26328632@corp.com,94389,504.38
407,2025-08-16,C9397,open,13.0,70.27,USD,US,c93972001@example.com,34982,993.54
408,2025-10-27,C4234,closed,3.0,8.06,GBP,GB,c42341846@shop.net,SW1A 1AA,27.15
409,2025-11-22,C4164,open,7.0,0.0,GBP,GB,c41643345@mail.org,B33 8TH,0.0
410,2025-07-09,C4032,open,12.0,97.61,GBP,GB,,B33 8TH,-1115.04
411,2025-08-30,C5927,open,9.0,10.34,EUR,DE,c59274904@shop.net,64996,92.86
412,2025-06-18,C1057,pending,12.0,48.08,GBP,GB,,XXXXX,622.77
413,2025-09-15,C7641,open,12.0,55.83,GBP,GB,,W1A 0AX,680.18
414,2025-10-20,C9854,pending,9.0,83.46,USD,US,,42907,837.82
415,2025-08-25,C3315,closed,5.0,42.96,EUR,DE,,12321,197.78
416,2025-08-16,C5639,open,9.0,39.02,GBP,GB,,XXXXX,399.68
417,2025-09-30,C2269,open,1.0,66.79,GBP,GB,c2269788@example.com,M1 1AE,61.14
418,2025-10-13,C9880,open,5.0,79.63,USD,US,c98802842@shop.net,54763,464.09
419,2025-07-04,C6531,open,1.0,113.9,USD,US,,66456,123.32
420,2025-08-07,C2664,open,11.0,29.67,USD,US,c26649604@shop.net,XXXXX,350.09
421,2025-11-16,C2900,open,5.0,26.5,USD,US,c29009938@corp.com,98454,144.79
422,2025-06-23,C4952,pending,6.0,10.2,EUR,FR,c49527198@corp.com,XXXXX,62.96
423,2025-10-07,C8504,closed,2.0,88.93,USD,US,,76020,176.8
424,2025-09-11,C8500,open,12.0,105.82,USD,US,,66914,1226.93
425,2025-11-06,C5042,pending,2.0,80.81,USD,US,,19566,-184.26
426,2025-08-01,C4233,pending,13.0,6.47,BTC,FR,c42332041@example.com,12092,87.02
427,2025-10-20,C7634,open,3.0,111.25,USD,US,c76343879@shop.net,XXXXX,345.85
428,2025-09-15,C8010,pending,9.0,65.26,EUR,FR,c80106827@example.com,66744,558.0
429,2025-08-20,C5115,closed,5.0,28.48,EUR,FR,,XXXXX,154.6
430,2025-11-25,C2198,closed,14.0,53.07,GBP,GB,c21984862@shop.net,W1A 0AX,804.48
431,2025-10-23,C6652,closed,10.0,87.14,USD,US,c66524965@example.com,50098,807.48
432,2025-08-04,C6718,open,7.0,18.14,EUR,DE,c67181578@mail.org,18713,122.74
433,2025-09-08,C3332,closed,3.0,54.4,GBP,GB,,B33 8TH,161.08
244,2025-08-27,C3062,open,3.0,105.94,GBP,GB,,W1A 0AX,318.88
435,2025-09-27,C7088,closed,3.0,59.39,GBP,GB,c70887184@example.com,M1 1AE,190.12
436,2025-07-27,C1424,pending,14.0,91.65,EUR,FR,,47876,1333.61
437,2025-10-02,C3162,closed,2.0,52.91,USD,US,,80396,104.13
438,2025-08-29,C1561,open,10.0,50.81,USD,US,c15618886@corp.com,73505,-461.42
439,2025-06-25,C7582,closed,6.0,93.91,EUR,FR,,52222,572.46
440,2025-08-23,C9476,,10.0,96.77,USD,US,,XXXXX,901.59
441,2025-11-24,C8435,open,12.0,69.16,USD,US,c84359209@mail.org,44996,872.21
442,2025-07-26,C8974,open,13.0,51.87,USD,US,c89747716@example.com,13800,805.85
443,2025-06-11,C9301,open,7.0,46.38,USD,US,c93018660@shop.net,10104,306.53
444,2025-10-12,C9204,pending,8.0,70.89,GBP,GB,c92045246@mail.org,M1 1AE,672.3
445,2025-09-15,C7236,open,5.0,83.48,GBP,GB,,EC1A 1BB,-470.07
446,2025-08-24,C5639,open,11.0,112.64,GBP,GB,,B33 8TH,1159.32
447,2025-06-28,C6833,closed,6.0,16.9,GBP,GB,c68333515@mail.org,B33 8TH,-105.03
448,2025-11-30,C5128,open,14.0,24.05,AUD,FR,c51287784@mail.org,95272,313.13
449,2025-09-12,C3704,open,3.0,49.74,EUR,FR,,35840,-170.72
450,2025-11-01,C5543,pending,6.0,33.62,USD,US,,13764,199.3
451,2025-06-25,C7280,open,2.0,46.64,GBP,GB,c72809572@corp.com,XXXXX,110.43
452,2025-11-17,C9032,open,10.0,101.36,GBP,GB,,EC1A 1BB,-1176.72
453,2025-08-17,C7957,closed,3.0,52.76,GBP,GB,,SW1A 1AA,165.16
454,2025-11-28,C5730,pending,14.0,80.61,USD,US,c57304474@mail.org,XXXXX,1229.96
455,2025-06-12,C7520,open,10.0,67.76,EUR,DE,c75201167@corp.com,43658,611.69
456,2025-07-12,C9322,pending,1.0,20.59,BTC,DE,c93229287@shop.net,76199,19.7
457,2025-09-18,C3631,open,4.0,37.71,GBP,GB,,M1 1AE,138.53
458,2025-10-04,C2624,closed,12.0,78.43,GBP,GB,c26245788@corp.com,XXXXX,1015.41
459,2025-07-13,C7171,open,2.0,51.72,USD,US,c71719313@corp.com,56531,98.57
460,2025-06-29,C4121,open,6.0,105.04,USD,US,c41217661@shop.net,73070,638.39
461,2025-09-26,C2511,pending,2.0,82.48,GBP,GB,,B33 8TH,174.02
462,2025-07-17,C8981,open,6.0,118.96,BTC,GB,,SW1A 1AA,691.95
463,2025-06-16,C9783,closed,9.0,61.32,USD,US,c97839929@mail.org,72606,513.38
464,2025-10-24,C7499,open,4.0,105.7,EUR,FR,c74992854@mail.org,22670,380.52
465,2025-11-15,C6880,open,6.0,20.23,EUR,FR,,83929,132.57
466,2025-10-02,C9562,open,4.0,39.32,EUR,DE,c95625767@mail.org,47810,161.9
1451,2025-06-11,C2679,open,12.0,28.39,USD,US,,12518,383.06
468,2025-10-27,C5044,open,1.0,21.61,GBP,GB,,B33 8TH,21.19
469,2025-09-30,C9620,open,5.0,49.13,USD,US,c96204682@example.com,73643,250.12
470,2025-06-13,C8811,open,7.0,14.84,JPY,DE,,99357,119.1
471,2025-08-29,C2372,open,2.0,87.49,EUR,DE,c2372622@mail.org,73090,209.58
472,2025-10-01,C7640,open,12.0,7.47,EUR,DE,c76401637@shop.net,77617,86.12
473,2025-06-29,C4882,closed,6.0,68.77,EUR,DE,c48826377@example.com,XXXXX,490.88
474,2025-09-30,C9397,open,5.0,0.0,USD,US,c93979338@shop.net,91970,0.0
475,2025-06-21,C2544,closed,8.0,0.0,GBP,GB,c25447887@mail.org,SW1A 1AA,0.0
476,2025-07-05,C8985,open,4.0,50.08,EUR,FR,,74282,233.0
477,2025-07-24,C4201,closed,9.0,96.41,GBP,GB,,EC1A 1BB,837.72
478,2025-11-12,C8831,closed,5.0,13.92,EUR,DE,c88311399@example.com,40296,70.66
479,2025-08-31,C1363,open,10.0,14.24,EUR,DE,,86844,139.37
480,2025-08-13,C8479,closed,1.0,77.9,EUR,DE,c84796644@corp.com,66113,80.92
481,2025-07-09,C9115,closed,7.0,104.03,USD,US,,43387,748.1
482,2025-07-21,C5277,pending,1.0,36.72,EUR,DE,c52774336@mail.org,98348,38.81
483,2025-10-10,C1312,open,14.0,79.07,EUR,DE,c13124902@example.com,58678,1248.51
484,2025-06-22,C4095,pending,14.0,73.91,USD,US,,38459,983.31
485,2025-07-30,C8322,open,4.0,57.45,GBP,GB,c83226618@example.com,B33 8TH,247.36
486,2025-09-13,C7909,closed,14.0,97.02,USD,US,,75537,1386.02
487,2025-10-19,C3661,open,9.0,110.41,USD,US,c36611699@corp.com,82791,1027.04
488,2025-11-08,C9560,closed,8.0,90.27,USD,US,c95605615@example.com,XXXXX,858.34
489,2025-08-04,C2114,pending,10.0,21.37,USD,US,,34214,-243.22
490,2025-08-08,C6604,open,4.0,67.88,BTC,DE,,33225,312.96
491,2025-08-11,C7947,open,7.0,51.08,GBP,GB,c79471690@shop.net,XXXXX,381.65
492,2025-08-09,C8620,closed,11.0,74.16,USD,US,c8620996@corp.com,20388,891.11
493,2025-07-21,C8996,open,11.0,61.21,USD,US,c89966224@mail.org,92241,654.76
494,2025-09-23,C5997,closed,1.0,42.81,GBP,GB,,EC1A 1BB,50.69
495,2025-11-28,C1956,open,9.0,73.63,EUR,DE,,XXXXX,708.53
496,2025-12-04,C2339,,11.0,0.0,EUR,DE,c23394439@mail.org,40359,-0.0
497,2025-07-31,C8583,open,10.0,67.32,USD,US,,85486,800.2
498,2025-08-31,C3381,closed,10.0,99.61,USD,US,c33815357@mail.org,XXXXX,1167.6
499,2025-07-16,C7330,open,2.0,26.62,EUR,DE,c73302064@mail.org,49797,58.04
500,2025-09-25,C5176,closed,5.0,65.93,GBP,GB,,EC1A 1BB,353.61
501,2025-10-10,C2969,closed,8.0,28.41,USD,US,,28821,223.84
502,2025-09-25,C1962,open,10.0,64.72,EUR,DE,c19628897@mail.org,45457,635.63
503,2025-10-03,C4642,closed,3.0,54.92,USD,US,c46421502@shop.net,24178,163.69
504,2025-07-05,C5151,open,2.0,79.5,GBP,GB,c51519707@mail.org,EC1A 1BB,178.16
505,2025-07-21,C6572,closed,8.0,63.85,GBP,GB,,XXXXX,518.59
506,2025-09-11,C5256,open,8.0,29.65,USD,US,c5256218@shop.net,45075,228.05
507,2025-07-01,C5771,open,4.0,87.79,EUR,DE,c57714927@example.com,38444,324.15
508,2025-07-09,C4142,pending,3.0,55.43,USD,US,c41423307@corp.com,86155,170.22
509,2025-08-03,C5738,pending,8.0,21.27,USD,US,c57384759@example.com,91601,165.22
510,2025-08-31,C9121,open,8.0,6.75,USD,US,c91214697@example.com,65313,57.05
511,2025-09-30,C8784,closed,9.0,42.03,AUD,GB,,SW1A 1AA,427.26
512,2025-06-21,C7180,,3.0,113.46,USD,US,c71802572@example.com,21094,371.25
513,2025-11-02,C8875,open,1.0,119.5,USD,US,,79212,125.38
514,2025-11-10,C3541,open,2.0,47.44,EUR,FR,c35417887@example.com,77097,96.6
515,2025-11-21,C7018,closed,6.0,19.87,GBP,GB,c70188651@mail.org,W1A 0AX,137.69
516,2025-07-22,C2190,pending,5.0,31.81,USD,US,c21909669@example.com,33151,150.99
517,2025-07-11,C8843,open,14.0,99.54,EUR,FR,,83062,1668.2
518,2025-07-19,C1823,,7.0,72.84,EUR,DE,c18231218@example.com,49102,534.07
519,2025-11-28,C1171,closed,14.0,37.86,EUR,FR,,91977,619.11
520,2025-09-06,C3433,open,7.0,0.0,USD,US,c34336239@mail.org,83000,0.0
521,2025-07-27,C8642,open,9.0,114.12,USD,US,,78555,1201.69
522,2025-08-27,C9700,closed,7.0,108.5,EUR,DE,,83255,723.57
523,2025-09-26,C8709,closed,10.0,56.45,USD,US,,88623,665.05
524,2025-09-28,C6144,open,10.0,36.59,USD,US,c61447402@shop.net,61937,427.23
525,2025-07-18,C4519,open,6.0,24.09,BTC,DE,c45199263@shop.net,XXXXX,154.78
526,2025-09-23,C9047,pending,3.0,112.71,EUR,FR,c9047785@example.com,59956,369.39
527,2025-09-15,C3902,closed,11.0,82.42,GBP,GB,c39023444@example.com,XXXXX,905.0
528,2025-08-23,C4777,open,9.0,47.42,BTC,US,c47772943@example.com,35556,407.73
529,2025-09-16,C6248,closed,3.0,91.94,USD,US,,41354,280.41
530,2025-08-28,C9479,closed,2.0,55.21,GBP,GB,c94798479@corp.com,B33 8TH,125.78
531,2025-10-05,C5248,open,12.0,112.47,USD,US,,64702,1566.11
532,2025-07-10,C5456,,10.0,9999.0,USD,US,c54564841@corp.com,25986,109158.64
533,2025-08-30,C1301,closed,7.0,17.2,JPY,US,,70180,109.01
534,2025-07-13,C1081,,5.0,92.74,USD,US,c10818231@example.com,XXXXX,431.29
535,2025-08-31,C3276,open,8.0,58.91,USD,US,c32761153@shop.net,90766,489.58
536,2025-07-19,C5827,pending,13.0,35.87,EUR,DE,c58278826@corp.com,XXXXX,430.76
537,2025-07-29,C8909,closed,9.0,10.3,USD,US,c89099221@mail.org,88599,109.87
538,2025-08-06,C3419,pending,2.0,83.53,USD,US,,38861,160.03
539,2025-07-29,C4469,open,7.0,45.39,EUR,DE,c44698838@example.com,52624,364.97
540,2025-09-05,C1913,closed,5.0,115.5,EUR,DE,,56911,680.73
541,2025-09-15,C1969,closed,4.0,45.15,USD,US,,31899,209.11
542,2025-07-18,C1474,closed,6.0,28.63,USD,US,c147465@example.com,61608,174.97
543,2025-09-09,C1146,closed,5.0,99.8,GBP,GB,c11468552@corp.com,B33 8TH,488.87
544,2025-07-11,C7572,closed,14.0,59.16,USD,US,c75724089@corp.com,41808,858.01
545,2025-08-18,C9881,open,14.0,65.67,USD,US,c98815502@corp.com,60614,1062.34
546,2025-11-11,C6310,,5.0,54.27,EUR,DE,c63103236@example.com,31390,305.03
547,2025-06-25,C8103,pending,2.0,98.62,EUR,DE,c8103356@mail.org,25238,205.61
548,2025-09-21,C8789,pending,4.0,41.41,AUD,GB,,XXXXX,190.66
549,2025-08-15,C5793,open,14.0,75.7,USD,US,,59169,1154.34
550,2025-11-25,C4337,pending,7.0,18.06,EUR,DE,c43379191@mail.org,59784,117.22
551,2025-10-21,C9163,open,6.0,64.16,GBP,GB,c91636843@shop.net,M1 1AE,446.51
552,2025-10-03,C1949,pending,3.0,79.93,USD,US,c19499507@mail.org,90551,250.51
553,2025-06-20,C9250,,7.0,15.33,GBP,GB,c92508715@corp.com,SW1A 1AA,107.87
554,2025-08-25,C5409,pending,3.0,56.29,EUR,FR,c54092877@example.com,59799,197.99
555,2025-07-10,C7832,pending,1.0,39.3,BTC,FR,c7832399@corp.com,32276,46.81
556,2025-11-10,C4259,,14.0,46.03,USD,US,c42591947@shop.net,21422,-591.08
557,2025-08-10,C2997,open,5.0,57.02,USD,US,,65609,321.04
558,2025-11-11,C4977,closed,12.0,66.99,EUR,FR,c49771452@corp.com,25158,775.63
559,2025-06-09,C6483,open,9.0,105.52,EUR,DE,c64835312@example.com,31139,1051.79
560,2025-07-06,C4991,closed,2.0,88.45,USD,US,c49913381@mail.org,65090,210.95
561,2025-10-17,C5430,closed,9.0,102.98,EUR,FR,c54305442@corp.com,41571,886.86
562,2025-10-01,C3883,closed,14.0,34.69,GBP,GB,c38832286@corp.com,M1 1AE,568.39
563,2025-09-26,C7117,closed,7.0,20.94,USD,US,,XXXXX,-157.08
564,2025-06-17,C1636,open,4.0,85.57,GBP,GB,,M1 1AE,319.62
565,2025-08-18,C9012,closed,13.0,118.42,USD,US,,72827,1830.61
566,2025-07-07,C6957,open,7.0,92.6,GBP,GB,c69573232@mail.org,EC1A 1BB,605.72
567,2025-08-10,C8182,open,13.0,105.79,USD,US,c81827136@example.com,94926,1614.08
568,2025-08-04,C7175,open,7.0,69.0,GBP,GB,c71753405@example.com,SW1A 1AA,512.97
569,2025-09-26,C1393,closed,4.0,31.98,USD,US,,60041,120.37
570,2025-10-04,C8994,closed,7.0,9999.0,USD,US,c89948773@shop.net,XXXXX,75744.77
571,2025-07-01,C2231,open,3.0,24.22,USD,US,c22315692@corp.com,47798,83.15
572,2025-07-19,C3639,open,5.0,33.51,USD,US,c36394154@mail.org,46188,191.04
573,2025-10-02,C5584,open,12.0,55.31,BTC,GB,,W1A 0AX,744.79
574,2025-08-22,C9809,pending,1.0,66.83,EUR,FR,c98091335@corp.com,94204,74.57
575,2025-08-03,C3982,open,1.0,71.25,EUR,DE,c39825341@example.com,68306,76.35
576,2025-08-10,C7790,pending,6.0,115.97,USD,US,c77906200@example.com,36359,827.98
577,2025-09-06,C9351,open,10.0,40.79,USD,US,,65568,461.95
578,2025-07-08,C8655,open,13.0,112.96,USD,US,c86553147@mail.org,83679,-1329.68
579,2025-10-03,C5356,pending,13.0,88.35,GBP,GB,,M1 1AE,1067.96
580,2025-08-17,C8706,closed,11.0,93.55,USD,US,c87067604@mail.org,23364,980.26
581,2025-08-14,C6736,closed,11.0,107.32,USD,US,c67361130@corp.com,85719,1149.69
582,2025-10-11,C3091,closed,12.0,14.46,GBP,GB,,SW1A 1AA,172.15
583,2025-08-18,C9230,open,1.0,79.32,EUR,FR,c92305546@shop.net,XXXXX,81.87
584,2025-10-01,C1965,,2.0,104.78,JPY,US,,97215,202.61
585,2025-10-12,C8631,open,8.0,67.29,USD,US,c86315835@corp.com,98706,531.27
586,2025-10-12,C3238,closed,6.0,49.74,USD,US,,99315,270.21
587,2025-10-21,C2595,open,11.0,40.59,GBP,GB,c25959031@corp.com,SW1A 1AA,493.11
588,2025-09-07,C4185,open,7.0,15.06,USD,US,c41856027@corp.com,83599,111.74
589,2025-09-08,C9421,closed,13.0,38.07,GBP,GB,c94219190@corp.com,B33 8TH,549.98
590,2025-08-26,C2288,open,13.0,62.26,USD,US,,86887,756.54
591,2025-06-15,C4500,,2.0,72.45,USD,US,c45002104@mail.org,54919,-134.85
592,2025-10-30,C8031,open,5.0,26.06,EUR,DE,c80313348@shop.net,84898,131.98
593,2025-08-18,C1554,pending,4.0,17.74,EUR,FR,c15545819@shop.net,27185,79.97
594,2025-06-19,C5840,open,1.0,65.87,JPY,GB,,B33 8TH,67.18
595,2025-09-12,C3445,closed,13.0,74.28,EUR,DE,c34453149@example.com,XXXXX,1127.27
596,2025-07-25,C9984,open,3.0,75.8,USD,US,,33175,256.19
597,2025-09-23,C3610,open,14.0,32.39,USD,US,c3610845@corp.com,84955,514.7
598,2025-07-06,C1714,closed,6.0,76.87,EUR,FR,,27219,552.47
599,2025-09-04,C6256,closed,4.0,54.02,JPY,US,c62561127@mail.org,91030,195.1
600,2025-07-22,C7284,open,1.0,37.1,EUR,FR,c72842080@mail.org,XXXXX,41.02
601,2025-07-20,C6138,open,3.0,36.09,GBP,GB,c61385428@mail.org,M1 1AE,122.77
602,2025-07-10,C7791,open,11.0,67.4,EUR,FR,c77917577@shop.net,XXXXX,738.83
603,2025-08-03,C8424,open,11.0,10.77,GBP,GB,,XXXXX,124.7
604,2025-07-18,C6809,open,4.0,73.62,GBP,GB,c68093008@shop.net,M1 1AE,278.67
605,2025-07-08,C3908,closed,3.0,53.43,EUR,FR,,XXXXX,181.2
606,2025-09-01,C3267,closed,4.0,96.81,GBP,GB,c32674266@shop.net,B33 8TH,460.13
607,2025-07-12,C6055,open,1.0,90.18,USD,US,c60553012@mail.org,24615,100.3
608,2025-07-06,C9937,open,2.0,69.48,EUR,DE,c99375242@corp.com,31882,163.15
609,2025-08-08,C7126,closed,11.0,17.0,GBP,GB,c71262952@shop.net,XXXXX,176.25
610,2025-11-25,C7178,closed,3.0,56.25,GBP,GB,c71785421@shop.net,XXXXX,195.94
611,2025-09-01,C6510,open,6.0,69.86,GBP,GB,c65107161@corp.com,B33 8TH,469.63
612,2025-09-09,C1985,closed,3.0,112.35,JPY,US,c19858085@shop.net,10512,378.52
613,2025-07-24,C1247,closed,7.0,32.28,EUR,FR,,40291,212.69
614,2025-07-26,C9675,pending,7.0,16.31,EUR,FR,c96756615@example.com,83500,136.95
615,2025-09-25,C1082,open,2.0,25.02,GBP,GB,,EC1A 1BB,-52.45
616,2025-10-04,C7997,open,4.0,14.98,USD,US,c79975278@mail.org,XXXXX,63.63
617,2025-09-25,C2588,open,14.0,10.15,USD,US,c25889948@shop.net,14042,168.84
618,2025-07-31,C4418,closed,14.0,15.6,GBP,GB,c44183637@example.com,B33 8TH,207.86
619,2025-06-19,C6222,open,14.0,88.86,USD,US,c62227314@example.com,XXXXX,1239.36
620,2025-08-23,C8892,open,3.0,16.1,EUR,DE,c88923879@mail.org,31215,52.08
